GeneID,Ensembl_ID,CPM_TUMOR,CPM_SPLEEN
NOSIP,ENSG00000142546,132.5429748,268.8846122
ZNF614,ENSG00000142556,14.23348015,13.74634815
RERE,ENSG00000142599,33.41334703,51.58657027
MMEL1,ENSG00000142606,2.422720026,1.963764022
FHAD1,ENSG00000142621,0.504733339,1.66164648
PEX14,ENSG00000142655,24.22720026,19.93975776
PGD,ENSG00000142657,95.09176103,54.00351061
CNKSR1,ENSG00000142675,1.917986687,1.132940782
ZNF593,ENSG00000142684,62.28409401,48.94304178
C1orf216,ENSG00000142686,19.17986687,21.67693363
KIAA0319L,ENSG00000142687,32.60577369,43.80704357
EVA1B,ENSG00000142694,77.3251475,62.61386055
PLK4,ENSG00000142731,26.64992029,22.13010994
MAP3K6,ENSG00000142733,30.08210699,14.57717139
SYTL1,ENSG00000142765,170.9027085,240.1079164
WDTC1,ENSG00000142784,21.50164023,40.0305743
ITGB3BP,ENSG00000142856,38.46068041,29.98516603
BCL10,ENSG00000142867,42.80138713,53.62586368
PRKACB,ENSG00000142875,85.70372092,148.8684187
PIGK,ENSG00000142892,28.97169365,29.0788134
AZIN2,ENSG00000142920,1.312306681,3.625410502
RPS8,ENSG00000142937,3799.430681,4016.275072
KIF2C,ENSG00000142945,55.7225606,50.15151195
PTPRF,ENSG00000142949,1.413253349,0.075529385
MOB3C,ENSG00000142961,11.10413345,19.25999329
LMO4,ENSG00000143013,144.4546816,143.0526561
IGSF3,ENSG00000143061,2.119880023,0.755293855
CTTNBP2NL,ENSG00000143079,5.753960062,1.283999553
STRIP1,ENSG00000143093,35.33133371,41.23904446
C1orf162,ENSG00000143110,32.50482702,60.72562591
CD53,ENSG00000143119,450.8278182,524.4760527
ITGA10,ENSG00000143127,0.706626674,2.341410949
GPR161,ENSG00000143147,1.312306681,0.302117542
ALDH9A1,ENSG00000143149,67.83616073,83.76208848
ATP1B1,ENSG00000143153,66.72574739,14.65270078
TIPRL,ENSG00000143155,153.2370417,139.6538337
POGK,ENSG00000143157,28.56790697,38.29339843
MPC2,ENSG00000143158,187.0541754,136.4815995
CREG1,ENSG00000143162,18.87702687,13.51976
DCAF6,ENSG00000143164,54.71309392,46.60163083
TBX19,ENSG00000143178,1.716093352,3.096704804
UCK2,ENSG00000143179,54.20836058,29.45646033
TMCO1,ENSG00000143183,161.9184551,177.4940558
XCL1,ENSG00000143184,482.6260185,119.1098409
XCL2,ENSG00000143185,280.127003,137.3124228
POU2F1,ENSG00000143190,15.54578683,22.28116871
MGST3,ENSG00000143198,183.521042,212.1620438
COP1,ENSG00000143207,38.05689374,49.39621809
UFC1,ENSG00000143222,257.8177894,300.4558954
NUF2,ENSG00000143228,57.84244062,55.28751016
PFDN2,ENSG00000143256,166.3601085,147.8110074
USP21,ENSG00000143258,19.48270688,22.43222748
MRPL24,ENSG00000143314,67.23048073,55.28751016
PIGM,ENSG00000143315,10.49845345,16.0877591
ISG20L2,ENSG00000143319,48.85818719,63.8978601
CRABP2,ENSG00000143320,7.369106746,0.377646927
HDGF,ENSG00000143321,200.3791355,185.6512295
ABL2,ENSG00000143322,4.744493385,10.34752581
XPR1,ENSG00000143324,26.44802695,31.11810681
RGS16,ENSG00000143333,567.4212195,6.948703463
TOR1AIP1,ENSG00000143337,105.1864278,113.8983133
LYPLAL1,ENSG00000143353,27.76033363,30.43834234
PRUNE1,ENSG00000143363,9.89277344,13.67081877
RORC,ENSG00000143365,37.2493204,63.8978601
TUFT1,ENSG00000143367,4.340706713,2.039293407
SF3B4,ENSG00000143368,177.6661352,129.7594842
ECM1,ENSG00000143369,0.807573342,4.305174971
ZNF687,ENSG00000143373,6.76342674,9.743290725
SNX27,ENSG00000143376,25.94329361,35.27222301
SETDB1,ENSG00000143379,23.11678692,32.62869452
MCL1,ENSG00000143384,475.0550185,394.2633921
RFX5,ENSG00000143390,54.91498726,51.28445273
PIP5K1A,ENSG00000143398,29.57737365,39.04869228
ANP32E,ENSG00000143401,464.6575117,374.7768107
MINDY1,ENSG00000143409,7.268160078,7.779526703
ANXA9,ENSG00000143412,3.230293368,0.377646927
CERS2,ENSG00000143418,100.0381477,113.2940782
SEMA6C,ENSG00000143434,1.615146684,3.172234189
MRPL9,ENSG00000143436,96.00028104,92.9766735
POGZ,ENSG00000143442,37.04742707,48.86751239
C1orf56,ENSG00000143443,2.321773358,4.229645586
OAZ3,ENSG00000143450,1.917986687,1.586117095
GOLPH3L,ENSG00000143457,9.287093434,15.71011218
GABPB2,ENSG00000143458,17.46377352,36.02751687
DTL,ENSG00000143476,35.43228038,19.18446391
DYRK3,ENSG00000143479,7.571000082,4.83388067
INTS7,ENSG00000143493,24.32814693,29.68304849
TAF1A,ENSG00000143498,8.176680088,8.006114859
SMYD2,ENSG00000143499,41.99381379,49.32068871
DUSP10,ENSG00000143507,172.2150152,21.75246301
TP53BP2,ENSG00000143514,34.01902703,25.30234413
ATP8B2,ENSG00000143515,31.59630701,55.66515709
ADAM15,ENSG00000143537,24.32814693,27.11504938
JTB,ENSG00000143543,285.3762297,327.6464741
RAB13,ENSG00000143545,5.85490673,1.208470167
S100A8,ENSG00000143546,2.220826691,0
S100A7,ENSG00000143556,2.018933355,0
SLC39A1,ENSG00000143570,59.65948064,45.54421943
HAX1,ENSG00000143575,128.3032147,129.0797198
CREB3L4,ENSG00000143578,8.782360095,5.740233295
C1orf43,ENSG00000143612,184.9342953,154.608652
ILF2,ENSG00000143621,283.8620297,221.1500406
RIT1,ENSG00000143622,34.32186704,43.27833787
C1orf131,ENSG00000143633,56.83297395,77.26656133
GALNT2,ENSG00000143641,135.5713748,38.29339843
TTC13,ENSG00000143643,30.28400033,52.79504044
SCCPDH,ENSG00000143653,60.26516065,31.57128312
MAP3K21,ENSG00000143674,1.312306681,1.812705251
ACP1,ENSG00000143727,176.0509886,153.9288876
SNAP47,ENSG00000143740,51.48280056,34.66798793
NVL,ENSG00000143748,29.37548032,33.68610592
DEGS1,ENSG00000143753,142.1329082,115.5599598
FBXO28,ENSG00000143756,24.63098693,29.30540156
ARF1,ENSG00000143761,545.1120059,468.2066605
CNIH4,ENSG00000143771,82.67532089,113.7472545
ITPKB,ENSG00000143772,38.66257375,55.66515709
CNIH3,ENSG00000143786,1.514200016,2.265881564
C1orf35,ENSG00000143793,71.0664541,66.23927105
MBOAT2,ENSG00000143797,5.148280056,4.229645586
PSEN2,ENSG00000143801,6.258693401,5.060468826
PYCR2,ENSG00000143811,49.86765387,60.57456714
EPHX1,ENSG00000143819,1.413253349,1.283999553
SOX13,ENSG00000143842,1.110413345,11.10281966
PTPN7,ENSG00000143851,418.7267779,384.2179838
ARL8A,ENSG00000143862,80.4544942,100.2274945
PDIA6,ENSG00000143870,416.4050045,280.2895495
RHOB,ENSG00000143878,113.3631079,55.060922
ATP6V1C2,ENSG00000143882,2.523666694,0.981882011
HNRNPLL,ENSG00000143889,137.7922015,107.6293743
GALM,ENSG00000143891,121.539788,98.94349496
CAMKMT,ENSG00000143919,16.75714685,22.28116871
EML4,ENSG00000143924,386.4238442,340.5619991
RPS27A,ENSG00000143947,3320.236849,3502.901839
WDPCP,ENSG00000143951,6.662480072,7.930585474
VPS54,ENSG00000143952,8.277626756,12.91552491
ASXL2,ENSG00000143970,70.15793409,92.75008535
ETAA1,ENSG00000143971,20.29028022,20.09081653
CIAO1,ENSG00000144021,124.871028,113.5961957
ZNF514,ENSG00000144026,3.835973375,6.722115306
SNRNP200,ENSG00000144028,141.6281749,188.3702873
MRPS5,ENSG00000144029,108.0129345,151.9651236
EXOC6B,ENSG00000144036,8.479520091,10.64964335
SFXN5,ENSG00000144040,11.40697346,12.23576044
TEX261,ENSG00000144043,10.09466678,12.08470167
RALB,ENSG00000144118,32.30293368,58.30868558
TMEM177,ENSG00000144120,7.167213411,8.232703015
RABL2A,ENSG00000144134,4.441653381,6.117880222
SLC20A1,ENSG00000144136,94.99081436,125.3032505
ZC3H8,ENSG00000144161,38.66257375,44.48680804
LIPT1,ENSG00000144182,3.230293368,7.024232848
SPOPL,ENSG00000144228,19.38176021,23.33858011
POLR2D,ENSG00000144231,41.79192045,36.48069318
AMMECR1L,ENSG00000144233,10.39750678,16.84305296
PKP4,ENSG00000144283,9.488986769,11.02729028
SLC4A10,ENSG00000144290,3.331240036,12.00917229
SCRN3,ENSG00000144306,18.06945353,20.61952223
LNPK,ENSG00000144320,40.17677377,48.18774793
CDCA7,ENSG00000144354,84.69425425,67.82538815
UBR3,ENSG00000144357,23.92436026,36.40516379
PHOSPHO2,ENSG00000144362,7.066266743,12.91552491
HSPD1,ENSG00000144381,503.7238721,321.3775351
CCDC150,ENSG00000144395,5.753960062,3.776469273
METTL21A,ENSG00000144401,32.50482702,23.33858011
KANSL1L,ENSG00000144445,1.110413345,2.416940335
SPAG16,ENSG00000144451,20.39122689,19.03340514
ANKMY1,ENSG00000144504,9.388040101,16.6164648
COPS7B,ENSG00000144524,29.67832032,28.47457832
FANCD2,ENSG00000144554,30.78873367,19.18446391
VGLL4,ENSG00000144560,46.0316805,49.09410055
RETREG2,ENSG00000144567,58.14528063,71.52632803
CTDSP1,ENSG00000144579,112.9593212,132.6296009
CNOT9,ENSG00000144580,83.48289423,62.91597809
STK11IP,ENSG00000144589,12.11360013,14.42611262
EAF1,ENSG00000144597,20.29028022,33.00634145
DYNC1LI1,ENSG00000144635,69.85509409,79.98561921
RBMS3,ENSG00000144642,1.716093352,1.586117095
OSBPL10,ENSG00000144645,2.422720026,0.679764469
CSRNP1,ENSG00000144655,264.5812162,23.56516826
GOLGA4,ENSG00000144674,134.9656948,161.7839437
STAC,ENSG00000144681,1.413253349,0.302117542
IQSEC1,ENSG00000144711,31.09157367,63.82233072
RPL32,ENSG00000144713,3276.022209,2951.235208
SHQ1,ENSG00000144736,18.97797354,16.46540603
UBA3,ENSG00000144744,99.2305744,107.5538449
LRIG1,ENSG00000144749,25.0347736,17.74940558
LIMD1,ENSG00000144791,8.681413427,16.0877591
NFKBIZ,ENSG00000144802,419.7362445,50.00045318
NXPE3,ENSG00000144815,24.7319336,34.74351731
PHLDB2,ENSG00000144824,4.441653381,3.096704804
ABHD10,ENSG00000144827,29.88021366,27.56822569
RABL3,ENSG00000144840,17.56472019,18.80681698
ADPRH,ENSG00000144843,30.88968033,27.41716692
ATG3,ENSG00000144848,116.3915079,127.1914851
EIF2A,ENSG00000144895,94.18324102,71.29973988
OSBPL11,ENSG00000144909,5.552066727,8.534820557
TRPC1,ENSG00000144935,0.605680007,1.963764022
NCEH1,ENSG00000144959,12.8202268,10.49858458
LPP,ENSG00000145012,38.25878708,69.86468155
TMEM44,ENSG00000145014,6.460586736,4.229645586
RUBCN,ENSG00000145016,22.71300024,32.32657698
TCTA,ENSG00000145022,40.78245377,49.32068871
DCAF1,ENSG00000145041,23.92436026,31.11810681
MANF,ENSG00000145050,134.9656948,109.2910208
TM4SF19,ENSG00000145107,0.403786671,17.06964111
EIF2B5,ENSG00000145191,49.66576054,52.71951105
DGKQ,ENSG00000145214,12.61833347,19.41105206
FIP1L1,ENSG00000145216,114.9782546,130.5903075
LYAR,ENSG00000145220,67.73521406,124.623486
CENPC,ENSG00000145241,117.1990813,92.37243842
ATP10D,ENSG00000145246,78.83934752,41.84327955
OCIAD2,ENSG00000145247,278.1080697,191.5425215
SCD5,ENSG00000145284,0.706626674,2.265881564
PLAC8,ENSG00000145287,10.59940011,42.52304402
TRMT10A,ENSG00000145331,13.93064015,18.27811128
KLHL8,ENSG00000145332,7.167213411,10.19646704
PYURF,ENSG00000145337,167.3695751,175.6058212
TBCK,ENSG00000145348,29.88021366,36.02751687
CAMK2D,ENSG00000145349,39.87393376,53.32374614
CISD2,ENSG00000145354,125.9814414,95.99784892
TIFA,ENSG00000145365,16.95904018,20.16634592
CCNA2,ENSG00000145386,118.4104413,99.01902434
METTL14,ENSG00000145388,32.80766702,44.33574927
USP53,ENSG00000145390,7.066266743,12.76446614
SETD7,ENSG00000145391,15.14200016,12.91552491
NAF1,ENSG00000145414,29.37548032,16.54093542
CBR4,ENSG00000145439,20.39122689,25.37787352
CYP4V2,ENSG00000145476,27.96222697,35.12116424
ROPN1L,ENSG00000145491,2.220826691,3.776469273
SRD5A1,ENSG00000145545,19.48270688,30.21175419
MYO10,ENSG00000145555,1.413253349,0
OTULINL,ENSG00000145569,56.12634727,39.72845675
RPL37,ENSG00000145592,3731.392627,3535.455004
SKP2,ENSG00000145604,23.11678692,19.71316961
PLK2,ENSG00000145632,5.047333388,0.679764469
GZMA,ENSG00000145649,1444.042082,2860.071239
PIK3R1,ENSG00000145675,152.3285216,191.6935803
SSBP2,ENSG00000145687,19.17986687,28.02140201
IQGAP2,ENSG00000145703,113.4640546,203.6272232
RASA1,ENSG00000145715,48.75724053,67.29668245
GIN1,ENSG00000145723,4.138813378,9.743290725
PPIP5K2,ENSG00000145725,77.12325417,90.71079194
PAM,ENSG00000145730,71.87402744,42.97622033
BTF3,ENSG00000145741,1095.574185,980.7490702
FBXL17,ENSG00000145743,24.93382694,28.39904893
TNFAIP8,ENSG00000145779,176.7576152,201.5124004
FEM1C,ENSG00000145780,21.19880023,28.85222525
COMMD10,ENSG00000145781,42.70044046,40.25716245
YIPF5,ENSG00000145817,123.053988,68.65621139
ARHGAP26,ENSG00000145819,37.45121374,57.47786234
DDX46,ENSG00000145833,212.088949,269.6399061
TIMD4,ENSG00000145850,2.321773358,4.984939441
RNF145,ENSG00000145860,78.94029418,105.6656103
FBXO38,ENSG00000145868,23.92436026,32.17551821
PCYOX1L,ENSG00000145882,33.41334703,33.45951776
TNIP1,ENSG00000145901,200.9848155,157.3277099
G3BP1,ENSG00000145907,198.3602021,229.6093318
N4BP3,ENSG00000145911,6.76342674,2.945646033
NHP2,ENSG00000145912,215.420189,154.6841814
RMND5B,ENSG00000145916,15.3438935,25.52893229
TBC1D7,ENSG00000145979,43.2051738,40.33269184
GFOD1,ENSG00000145990,11.60886679,27.94587262
CDKAL1,ENSG00000145996,29.98116032,25.4534029
KLHL3,ENSG00000146021,0.90852001,2.794587262
TRIM7,ENSG00000146054,0.807573342,1.888234637
TRIM41,ENSG00000146063,31.79820034,50.45362949
HIGD2A,ENSG00000146066,309.90627,379.157515
FAM193B,ENSG00000146067,16.45430684,28.17246078
RNF44,ENSG00000146083,58.8519073,92.52349719
PRIM2,ENSG00000146143,30.48589366,22.3566981
FGD2,ENSG00000146192,1.615146684,1.586117095
SCUBE3,ENSG00000146197,0.706626674,2.190352178
TTBK1,ENSG00000146216,2.220826691,0.151058771
RPL7L1,ENSG00000146223,89.5396943,96.75314278
NFKBIE,ENSG00000146232,26.24613362,23.64069765
IRAK1BP1,ENSG00000146243,7.772893417,11.9336429
PHIP,ENSG00000146247,105.0854811,137.3124228
MMS22L,ENSG00000146263,25.23666694,22.28116871
RARS2,ENSG00000146282,28.97169365,22.73434502
SCML4,ENSG00000146285,40.98434711,101.889141
TBC1D32,ENSG00000146350,4.845440052,8.836938099
ARHGAP18,ENSG00000146376,74.39769414,75.15173854
SLC18B1,ENSG00000146409,3.533133371,3.927528044
MTFR2,ENSG00000146410,20.39122689,15.93670033
SHPRH,ENSG00000146414,31.19252034,55.28751016
AIG1,ENSG00000146416,1.81704002,1.888234637
TIAM2,ENSG00000146426,28.87074698,12.9910543
TMEM181,ENSG00000146433,16.65620018,44.41127865
WTAP,ENSG00000146457,199.1677755,183.1587597
ZMYM4,ENSG00000146463,16.65620018,22.28116871
GNA12,ENSG00000146535,22.71300024,14.72823017
C7orf50,ENSG00000146540,51.78564056,41.69222078
CCZ1B,ENSG00000146574,10.90224012,18.95787575
RBAK,ENSG00000146587,10.19561344,17.74940558
EGFR,ENSG00000146648,8.98425343,0
CDCA5,ENSG00000146670,47.84872052,32.47763575
PURB,ENSG00000146676,34.01902703,30.96704804
MDH2,ENSG00000146701,311.11763,254.3074409
NIPSNAP2,ENSG00000146729,60.76989399,42.90069094
PSPH,ENSG00000146733,7.369106746,7.477409161
ATXN7L1,ENSG00000146776,24.63098693,35.95198748
TMEM168,ENSG00000146802,13.02212014,34.06375284
SLC12A9,ENSG00000146828,28.36601364,32.93081206
GIGYF1,ENSG00000146830,11.10413345,18.35364067
TRIM4,ENSG00000146833,31.59630701,61.40539038
MEPCE,ENSG00000146834,12.31549347,15.48352402
TMEM209,ENSG00000146842,30.990627,33.91269407
AGBL3,ENSG00000146856,3.634080039,3.474351731
TMEM140,ENSG00000146859,24.93382694,28.92775463
TLK2,ENSG00000146872,24.22720026,31.49575374
NOM1,ENSG00000146909,32.00009368,33.53504715
NCAPG2,ENSG00000146918,60.87084066,46.7526896
RAB19,ENSG00000146955,1.312306681,1.586117095
LUC7L2,ENSG00000146963,182.7134686,160.1978266
SH3KBP1,ENSG00000147010,259.5338828,336.1057653
LANCL3,ENSG00000147036,1.514200016,2.265881564
CASK,ENSG00000147044,68.44184074,55.36303954
MSN,ENSG00000147065,730.9548212,1008.770472
ZNF182,ENSG00000147118,5.451120059,14.12399508
KRBOX4,ENSG00000147121,15.94957351,26.28422614
ZNF41,ENSG00000147124,6.056800065,14.12399508
ZMYM3,ENSG00000147130,13.12306681,15.18140648
TAF1,ENSG00000147133,28.56790697,55.13645139
GPR174,ENSG00000147138,79.14218752,128.6265434
NONO,ENSG00000147140,288.2027364,240.2589752
EBP,ENSG00000147155,138.3978815,122.9618395
OGT,ENSG00000147162,133.2496014,226.3615682
SNX12,ENSG00000147164,19.17986687,23.41410949
GCNA,ENSG00000147174,2.018933355,4.531763128
DIAPH2,ENSG00000147202,27.05370696,50.75574703
PRPS1,ENSG00000147224,68.13900073,51.73762904
DOCK11,ENSG00000147251,50.47333388,90.03102747
RBMX,ENSG00000147274,203.2056422,167.7507651
MCPH1,ENSG00000147316,34.22092037,38.67104536
FBXO25,ENSG00000147364,15.3438935,20.01528715
CETN2,ENSG00000147400,15.94957351,13.67081877
CSGALNACT1,ENSG00000147408,54.61214726,24.24493273
HMBOX1,ENSG00000147421,24.4290936,34.13928223
CHRNA6,ENSG00000147434,2.422720026,0.302117542
GNRH1,ENSG00000147437,0.90852001,2.190352178
BIN3,ENSG00000147439,33.61524036,32.25104759
DOK2,ENSG00000147443,291.6349231,321.3775351
SLC25A37,ENSG00000147454,15.74768017,13.67081877
CHMP7,ENSG00000147457,45.82978716,65.78609474
DOCK5,ENSG00000147459,9.791826772,12.53787799
PLPBP,ENSG00000147471,54.51120059,76.66232624
ERLIN2,ENSG00000147475,18.97797354,17.6738762
TACC1,ENSG00000147526,252.5685627,225.3796862
GOLGA7,ENSG00000147533,122.448308,111.1792554
PLPP5,ENSG00000147535,51.78564056,38.89763351
GINS4,ENSG00000147536,19.07892021,9.139055641
NSD3,ENSG00000147548,246.6127093,237.6154467
ADHFE1,ENSG00000147576,5.552066727,13.21764246
LACTB2,ENSG00000147592,26.44802695,18.50469944
TERF1,ENSG00000147601,64.30302736,85.80138189
LRP12,ENSG00000147650,4.340706713,4.607292513
EBAG9,ENSG00000147654,35.93701372,38.21786904
POLR2K,ENSG00000147669,152.833255,128.3244259
MAL2,ENSG00000147676,1.917986687,0
EIF3H,ENSG00000147677,388.9475109,363.1452853
NDUFB9,ENSG00000147684,382.6888175,375.3810457
ZNF7,ENSG00000147789,13.82969348,23.18752134
VLDLR,ENSG00000147852,5.047333388,8.685879328
UHRF2,ENSG00000147854,54.71309392,61.63197854
PLIN2,ENSG00000147872,227.2309491,172.2069989
HAUS6,ENSG00000147874,37.75405374,43.1272791
CDKN2B,ENSG00000147883,12.61833347,8.006114859
CDKN2A,ENSG00000147889,215.5211357,129.6839548
C9orf72,ENSG00000147894,5.451120059,6.344468379
ZCCHC7,ENSG00000147905,40.3786671,56.34492156
FBXO10,ENSG00000147912,4.542600049,3.549881117
SIGMAR1,ENSG00000147955,64.5049207,53.47480491
CEP78,ENSG00000148019,47.24304051,106.5719629
NTRK2,ENSG00000148053,57.13581395,35.42328178
SNX30,ENSG00000148158,5.653013394,5.891292066
STOM,ENSG00000148175,43.40706713,112.9164313
GSN,ENSG00000148180,4.845440052,4.305174971
MRRF,ENSG00000148187,21.50164023,19.41105206
ASTN2,ENSG00000148219,1.81704002,1.963764022
POLE3,ENSG00000148229,99.53341441,85.27267619
GTF3C5,ENSG00000148308,57.03486728,47.96115977
ASB6,ENSG00000148331,24.63098693,32.09998882
NTMT1,ENSG00000148335,62.78882734,44.63786681
SLC25A25,ENSG00000148339,22.00637357,30.58940111
SH3GLB2,ENSG00000148341,98.9277344,77.56867887
LCN2,ENSG00000148346,4.239760046,0
PAXX,ENSG00000148362,273.9692563,234.5187419
SEC16A,ENSG00000148396,39.97488043,52.4929229
NOTCH1,ENSG00000148400,25.43856027,33.15740022
NACC2,ENSG00000148411,3.835973375,10.12093765
COMMD3,ENSG00000148444,51.68469389,36.32963441
MSRB2,ENSG00000148450,20.49217355,16.84305296
PDSS1,ENSG00000148459,22.91489358,13.21764246
MINDY3,ENSG00000148481,19.98744022,24.9246972
RSU1,ENSG00000148484,131.9372948,142.2973622
ST8SIA6,ENSG00000148488,2.018933355,2.114822793
ZEB1,ENSG00000148516,75.30621415,62.00962546
NRBF2,ENSG00000148572,85.19898759,70.31785787
POLR3A,ENSG00000148606,22.20826691,28.24799016
HERC4,ENSG00000148634,52.39132057,94.0340849
CAMK2G,ENSG00000148660,41.99381379,58.83739128
ADIRF,ENSG00000148671,2.624613362,0.075529385
GLUD1,ENSG00000148672,166.4610551,138.4453636
RPP30,ENSG00000148688,52.5932139,42.37198524
FRA10AC1,ENSG00000148690,30.88968033,34.8190467
ADD3,ENSG00000148700,103.4703344,213.6726315
DNAJB12,ENSG00000148719,50.06954721,54.68327508
EIF4EBP2,ENSG00000148730,31.59630701,59.81927329
MKI67,ENSG00000148773,444.0643915,547.7391034
FUOM,ENSG00000148803,47.14209384,30.06069541
LRRC27,ENSG00000148814,2.826506697,1.888234637
MTG1,ENSG00000148824,62.08220067,79.00373719
PAOX,ENSG00000148832,19.58365354,21.97905117
GSTO1,ENSG00000148834,272.9597896,204.9112228
TAF5,ENSG00000148835,14.53632016,19.03340514
PPRC1,ENSG00000148840,19.38176021,25.52893229
ITPRIP,ENSG00000148841,24.22720026,16.38987665
CNNM2,ENSG00000148842,16.45430684,20.46846346
ADAM12,ENSG00000148848,9.690880105,20.99716916
BTBD10,ENSG00000148925,39.7729871,47.58351284
LIN7C,ENSG00000148943,20.99690689,25.75552044
IMMP1L,ENSG00000148950,27.35654696,32.55316513
PGAP2,ENSG00000148985,26.04424028,18.50469944
TUT1,ENSG00000149016,8.479520091,7.32635039
ZNF215,ENSG00000149054,1.514200016,0.604235084
HSD17B12,ENSG00000149084,47.84872052,32.17551821
DGKZ,ENSG00000149091,137.8931482,206.3462811
TNKS1BP1,ENSG00000149115,4.441653381,3.700939888
SSRP1,ENSG00000149136,145.0603616,100.4540827
SLC43A1,ENSG00000149150,12.01265346,9.969878881
ARFGAP2,ENSG00000149182,67.83616073,73.49009206
CELF1,ENSG00000149187,57.03486728,88.52043976
HIKESHI,ENSG00000149196,130.8268814,130.892425
SESN3,ENSG00000149212,22.91489358,46.67716022
CCDC82,ENSG00000149231,64.5049207,92.75008535
KLHL35,ENSG00000149243,1.81704002,0.679764469
SERPINH1,ENSG00000149257,10.19561344,12.9910543
CAPN5,ENSG00000149260,0.605680007,2.039293407
INTS4,ENSG00000149262,18.7760802,24.9246972
PAK1,ENSG00000149269,78.63745418,39.19975106
ZC3H12C,ENSG00000149289,9.690880105,1.963764022
TTC12,ENSG00000149292,5.148280056,4.531763128
NCAM1,ENSG00000149294,2.422720026,4.00305743
NPAT,ENSG00000149308,49.1610272,92.22137965
ATM,ENSG00000149311,73.8929608,210.047221
GLB1L2,ENSG00000149328,1.009466678,4.078586815
SLX4IP,ENSG00000149346,12.71928014,15.55905341
LAMTOR1,ENSG00000149357,205.7293089,179.3822905
TKFC,ENSG00000149476,26.54897362,20.39293407
MTA2,ENSG00000149480,94.08229435,104.0039638
FADS1,ENSG00000149485,17.46377352,11.4049372
ROM1,ENSG00000149489,6.561533404,4.305174971
EML3,ENSG00000149499,77.22420083,60.72562591
INCENP,ENSG00000149503,56.42918728,52.79504044
PLCH2,ENSG00000149527,3.1293467,5.589174524
CPSF7,ENSG00000149532,42.49854713,48.03668915
B3GAT3,ENSG00000149541,91.65957432,84.51738233
EI24,ENSG00000149547,40.27772043,43.20280848
CCDC15,ENSG00000149548,9.89277344,12.68893676
CHEK1,ENSG00000149554,60.16421398,34.66798793
TMEM25,ENSG00000149582,4.239760046,3.474351731
COMMD7,ENSG00000149600,121.6407346,87.68961652
DSN1,ENSG00000149636,34.82660038,27.34163754
CNBD2,ENSG00000149646,19.58365354,9.743290725
LSM14B,ENSG00000149657,25.23666694,31.94893005
YTHDF1,ENSG00000149658,34.4228137,40.71033876
TRPT1,ENSG00000149743,56.42918728,46.97927776
NUDT22,ENSG00000149761,91.76052099,92.44796781
PLCB3,ENSG00000149782,8.07573342,10.49858458
MRPL49,ENSG00000149792,37.65310707,31.34469497
FAU,ENSG00000149806,2272.612331,2420.716804
TM7SF2,ENSG00000149809,13.82969348,8.383761786
PPP4C,ENSG00000149923,317.8810568,297.2836612
ALDOA,ENSG00000149925,678.6644473,456.8772527
HIRIP3,ENSG00000149929,69.24941408,54.00351061
TAOK2,ENSG00000149930,19.17986687,26.81293184
CNKSR2,ENSG00000149970,9.488986769,6.797644692
KLRF1,ENSG00000150045,0.100946668,5.287056982
MPP7,ENSG00000150054,3.432186704,8.006114859
ARID5B,ENSG00000150347,155.255975,116.3152536
DCUN1D2,ENSG00000150401,4.845440052,7.175291619
TMCO3,ENSG00000150403,22.20826691,26.73740245
TIRAP,ENSG00000150455,8.176680088,11.02729028
EEF1AKMT1,ENSG00000150456,18.87702687,12.9910543
LATS2,ENSG00000150457,8.782360095,6.419997764
SAP18,ENSG00000150459,340.594057,310.7278918
KIAA1328,ENSG00000150477,11.70981346,15.71011218
MIA2,ENSG00000150527,55.82350727,97.81055417
CCDC102B,ENSG00000150636,2.220826691,4.229645586
CD226,ENSG00000150637,53.60268058,111.103726
FSIP1,ENSG00000150667,3.230293368,2.567999106
RGS18,ENSG00000150681,3.835973375,9.667761339
PRSS23,ENSG00000150687,6.561533404,74.16985652
MTMR12,ENSG00000150712,34.62470704,44.1846905
CCT5,ENSG00000150753,274.4739896,259.4434391
DIXDC1,ENSG00000150764,26.95276029,6.646585921
NKAPD1,ENSG00000150776,35.73512039,45.09104312
PTS,ENSG00000150787,47.04114717,42.90069094
PIP4K2A,ENSG00000150867,118.3094946,244.7152089
FOXO1,ENSG00000150907,98.01921439,76.8889144
CRIM1,ENSG00000150938,9.589933437,42.52304402
ABCB9,ENSG00000150967,1.716093352,2.719057877
RILPL2,ENSG00000150977,86.30940093,100.7562002
UBC,ENSG00000150991,3066.255033,1603.790971
ITPR1,ENSG00000150995,60.76989399,52.56845228
PRSS53,ENSG00000151006,0.90852001,1.510587709
NOCT,ENSG00000151014,19.17986687,5.362586368
OXSM,ENSG00000151093,8.378573424,11.32940782
UEVLD,ENSG00000151116,27.76033363,32.02445944
TMEM263,ENSG00000151135,72.47970745,66.39032982
UBE3B,ENSG00000151148,21.19880023,27.34163754
ANK3,ENSG00000151150,7.974786753,12.08470167
PLBD2,ENSG00000151176,12.41644013,15.63458279
SLC2A13,ENSG00000151229,5.85490673,4.078586815
TWF1,ENSG00000151239,58.65001397,49.47174748
EIF4E,ENSG00000151247,102.4608678,83.08232401
MAGI1,ENSG00000151276,11.70981346,3.32329296
TEX30,ENSG00000151287,87.82360095,87.23644021
CSNK1G3,ENSG00000151292,71.26834744,45.31763128
SRFBP1,ENSG00000151304,29.57737365,32.47763575
FAM177A1,ENSG00000151327,180.4926419,147.4333604
